State and area,Year,Month,Total,Rate
New Mexico,2023,8,35840 ,3.7
New Mexico,2023,9,36171 ,3.7
New York,2014,1,665256 ,7
New York,2014,2,649834 ,6.8
New York,2014,3,636261 ,6.7
New York,2014,4,623990 ,6.5
New York,2014,5,611172 ,6.4
New York,2014,6,597853 ,6.3
New York,2014,7,585642 ,6.2
New York,2014,8,575948 ,6.1
New York,2014,9,568593 ,6
New York,2014,10,561425 ,5.9
New York,2014,11,553821 ,5.8
New York,2014,12,547321 ,5.8
New York,2015,1,542353 ,5.7
New York,2015,2,538486 ,5.6
New York,2015,3,533822 ,5.6
New York,2015,4,526909 ,5.5
New York,2015,5,517162 ,5.4
New York,2015,6,504685 ,5.3
New York,2015,7,491332 ,5.2
New York,2015,8,479647 ,5
New York,2015,9,470460 ,4.9
New York,2015,10,464749 ,4.9
New York,2015,11,462871 ,4.9
New York,2015,12,462741 ,4.8
New York,2016,1,462285 ,4.8
New York,2016,2,461033 ,4.8
New York,2016,3,459191 ,4.8
New York,2016,4,458206 ,4.8
New York,2016,5,459759 ,4.8
New York,2016,6,463754 ,4.9
New York,2016,7,468447 ,4.9
New York,2016,8,472183 ,5
New York,2016,9,474335 ,5
New York,2016,10,473148 ,5
New York,2016,11,467290 ,4.9
New York,2016,12,458624 ,4.8
New York,2017,1,460194 ,4.7
New York,2017,2,453725 ,4.6
New York,2017,3,450906 ,4.6
New York,2017,4,451776 ,4.6
New York,2017,5,454682 ,4.6
New York,2017,6,458276 ,4.6
New York,2017,7,461493 ,4.7
New York,2017,8,462797 ,4.7
New York,2017,9,461638 ,4.7
New York,2017,10,458184 ,4.7
New York,2017,11,453433 ,4.6
New York,2017,12,446625 ,4.5
New York,2018,1,440780 ,4.5
New York,2018,2,431600 ,4.4
New York,2018,3,421618 ,4.3
New York,2018,4,411099 ,4.2
New York,2018,5,401034 ,4.1
New York,2018,6,392365 ,4
New York,2018,7,386141 ,3.9
New York,2018,8,383847 ,3.9
New York,2018,9,385634 ,3.9
New York,2018,10,389546 ,4
New York,2018,11,392772 ,4
New York,2018,12,393553 ,4
New York,2019,1,391111 ,4
New York,2019,2,384847 ,3.9
New York,2019,3,377005 ,3.8
New York,2019,4,369791 ,3.8
New York,2019,5,365605 ,3.7
New York,2019,6,366067 ,3.7
New York,2019,7,370890 ,3.8
New York,2019,8,377671 ,3.8
New York,2019,9,382332 ,3.9
New York,2019,10,385858 ,3.9
New York,2019,11,389844 ,3.9
New York,2019,12,394836 ,4
New York,2020,1,400389 ,4
New York,2020,2,406674 ,4.1
New York,2020,3,411888 ,4.2
New York,2020,4,1428948 ,15.6
New York,2020,5,1569673 ,16.6
New York,2020,6,1290255 ,13.5
New York,2020,7,1194523 ,12.5
New York,2020,8,1027638 ,10.8
New York,2020,9,967867 ,10.1
New York,2020,10,876783 ,9.2
New York,2020,11,852229 ,8.9
New York,2020,12,829199 ,8.7
New York,2021,1,810668 ,8.5
New York,2021,2,792752 ,8.3
New York,2021,3,764220 ,8
New York,2021,4,744085 ,7.8
New York,2021,5,706350 ,7.4
New York,2021,6,704923 ,7.4
New York,2021,7,667005 ,7
New York,2021,8,645168 ,6.7
New York,2021,9,597037 ,6.2
New York,2021,10,567977 ,5.9
New York,2021,11,535455 ,5.6
New York,2021,12,519593 ,5.4
New York,2022,1,492985 ,5.1
New York,2022,2,455752 ,4.7
New York,2022,3,424179 ,4.4
New York,2022,4,409389 ,4.3
New York,2022,5,398337 ,4.1
New York,2022,6,390406 ,4.1
New York,2022,7,380936 ,4
New York,2022,8,370386 ,3.9
New York,2022,9,388014 ,4
New York,2022,10,398996 ,4.2
New York,2022,11,398445 ,4.1
New York,2022,12,395461 ,4.1
New York,2023,1,402570 ,4.2
New York,2023,2,401288 ,4.2
New York,2023,3,391595 ,4.1
New York,2023,4,384883 ,4
New York,2023,5,382194 ,3.9
New York,2023,6,383946 ,3.9
New York,2023,7,380191 ,3.9
New York,2023,8,384655 ,3.9
New York,2023,9,392572 ,4
New York city,2014,1,325135 ,8
New York city,2014,2,318295 ,7.8
New York city,2014,3,312243 ,7.6
New York city,2014,4,306290 ,7.5
New York city,2014,5,299187 ,7.3
New York city,2014,6,290984 ,7.1
New York city,2014,7,282926 ,6.9
New York city,2014,8,276172 ,6.8
New York city,2014,9,271073 ,6.6
New York city,2014,10,266661 ,6.5
New York city,2014,11,262434 ,6.4
New York city,2014,12,258780 ,6.3
New York city,2015,1,255543 ,6.2
New York city,2015,2,252156 ,6.1
New York city,2015,3,247796 ,6
New York city,2015,4,242138 ,5.9
New York city,2015,5,235185 ,5.7
New York city,2015,6,227307 ,5.6
New York city,2015,7,219721 ,5.4
New York city,2015,8,213951 ,5.2
New York city,2015,9,210483 ,5.2
New York city,2015,10,209568 ,5.1
New York city,2015,11,210779 ,5.2
New York city,2015,12,212287 ,5.2
New York city,2016,1,212711 ,5.2
New York city,2016,2,211911 ,5.2
New York city,2016,3,210321 ,5.2
New York city,2016,4,209089 ,5.1
New York city,2016,5,209461 ,5.1
New York city,2016,6,211421 ,5.2
New York city,2016,7,213723 ,5.2
New York city,2016,8,215051 ,5.3
New York city,2016,9,214668 ,5.2
New York city,2016,10,211772 ,5.2
New York city,2016,11,206217 ,5
New York city,2016,12,199568 ,4.9
New York city,2017,1,200723 ,4.7
New York city,2017,2,196309 ,4.6
New York city,2017,3,194136 ,4.5
New York city,2017,4,194099 ,4.5
New York city,2017,5,195262 ,4.5
New York city,2017,6,196498 ,4.6
New York city,2017,7,197045 ,4.6
New York city,2017,8,196371 ,4.6
New York city,2017,9,194379 ,4.5
New York city,2017,10,191464 ,4.5
New York city,2017,11,188505 ,4.4
New York city,2017,12,185448 ,4.3
New York city,2018,1,183759 ,4.3
New York city,2018,2,181444 ,4.2
New York city,2018,3,179059 ,4.2
New York city,2018,4,176285 ,4.1
New York city,2018,5,173264 ,4.1
New York city,2018,6,170556 ,4
New York city,2018,7,168965 ,4
New York city,2018,8,169405 ,4
New York city,2018,9,172378 ,4.1
New York city,2018,10,176938 ,4.2
New York city,2018,11,181112 ,4.3
New York city,2018,12,183596 ,4.3
New York city,2019,1,183755 ,4.3
New York city,2019,2,180981 ,4.2
New York city,2019,3,176089 ,4.1
New York city,2019,4,170161 ,4
New York city,2019,5,164815 ,3.9
New York city,2019,6,161564 ,3.8
New York city,2019,7,160652 ,3.8
New York city,2019,8,161096 ,3.8
New York city,2019,9,161281 ,3.8
New York city,2019,10,162099 ,3.8
New York city,2019,11,164827 ,3.9
New York city,2019,12,169589 ,4
New York city,2020,1,175705 ,4.1
New York city,2020,2,183080 ,4.3
New York city,2020,3,190771 ,4.5
New York city,2020,4,471692 ,12.7
New York city,2020,5,843513 ,21.4
New York city,2020,6,695723 ,17.1
New York city,2020,7,672784 ,16.5
New York city,2020,8,598880 ,14.8
New York city,2020,9,581491 ,14.3
New York city,2020,10,534055 ,13.2
New York city,2020,11,524719 ,12.9
New York city,2020,12,511617 ,12.6
New York city,2021,1,499221 ,12.3
New York city,2021,2,486414 ,11.9
New York city,2021,3,465265 ,11.4
New York city,2021,4,452418 ,11.1
New York city,2021,5,425122 ,10.4
New York city,2021,6,430695 ,10.5
New York city,2021,7,403621 ,9.8
New York city,2021,8,393411 ,9.6
New York city,2021,9,360133 ,8.8
New York city,2021,10,346574 ,8.5
New York city,2021,11,330174 ,8.1
New York city,2021,12,328771 ,8
New York city,2022,1,313301 ,7.6
New York city,2022,2,284081 ,6.9
New York city,2022,3,256145 ,6.3
New York city,2022,4,240738 ,5.9
New York city,2022,5,226513 ,5.5
New York city,2022,6,214271 ,5.2
New York city,2022,7,200219 ,4.9
New York city,2022,8,185679 ,4.6
New York city,2022,9,201462 ,4.9
New York city,2022,10,211945 ,5.2
New York city,2022,11,212183 ,5.2
New York city,2022,12,209936 ,5.1
New York city,2023,1,217541 ,5.3
New York city,2023,2,222492 ,5.4
New York city,2023,3,221904 ,5.3
New York city,2023,4,222803 ,5.4
New York city,2023,5,221930 ,5.3
New York city,2023,6,224491 ,5.4
New York city,2023,7,221270 ,5.3
New York city,2023,8,219571 ,5.3
New York city,2023,9,218970 ,5.3
North Carolina,2014,1,298889 ,6.4
North Carolina,2014,2,296863 ,6.3
North Carolina,2014,3,294952 ,6.3
North Carolina,2014,4,293407 ,6.3
North Carolina,2014,5,291892 ,6.2
North Carolina,2014,6,290256 ,6.2
North Carolina,2014,7,288235 ,6.1
North Carolina,2014,8,285947 ,6.1
North Carolina,2014,9,283175 ,6
North Carolina,2014,10,279324 ,5.9
North Carolina,2014,11,274761 ,5.8
North Carolina,2014,12,271087 ,5.7
North Carolina,2015,1,269639 ,5.7
North Carolina,2015,2,270874 ,5.7
North Carolina,2015,3,273536 ,5.8
North Carolina,2015,4,276044 ,5.8
North Carolina,2015,5,277122 ,5.8
North Carolina,2015,6,276101 ,5.8
North Carolina,2015,7,273410 ,5.7
North Carolina,2015,8,269853 ,5.7
North Carolina,2015,9,265924 ,5.6
North Carolina,2015,10,262300 ,5.5
North Carolina,2015,11,259481 ,5.4
North Carolina,2015,12,257007 ,5.4
North Carolina,2016,1,254391 ,5.3
North Carolina,2016,2,251688 ,5.2
North Carolina,2016,3,248870 ,5.2
North Carolina,2016,4,246176 ,5.1
North Carolina,2016,5,244445 ,5.1
North Carolina,2016,6,244031 ,5
North Carolina,2016,7,244424 ,5
North Carolina,2016,8,245284 ,5.1
North Carolina,2016,9,246442 ,5.1
North Carolina,2016,10,246984 ,5.1
North Carolina,2016,11,245854 ,5
North Carolina,2016,12,242896 ,5
North Carolina,2017,1,234786 ,4.9
North Carolina,2017,2,228668 ,4.7
North Carolina,2017,3,223247 ,4.6
North Carolina,2017,4,219643 ,4.5
North Carolina,2017,5,217717 ,4.5
North Carolina,2017,6,217236 ,4.5
North Carolina,2017,7,218072 ,4.5
North Carolina,2017,8,218972 ,4.5
North Carolina,2017,9,218921 ,4.5
North Carolina,2017,10,217452 ,4.4
North Carolina,2017,11,214707 ,4.4
North Carolina,2017,12,210692 ,4.3
North Carolina,2018,1,205836 ,4.2
North Carolina,2018,2,201538 ,4.1
North Carolina,2018,3,197676 ,4
North Carolina,2018,4,194585 ,4
North Carolina,2018,5,192855 ,3.9
North Carolina,2018,6,192334 ,3.9
North Carolina,2018,7,192665 ,3.9
North Carolina,2018,8,194016 ,3.9
North Carolina,2018,9,196076 ,4
North Carolina,2018,10,197981 ,4
North Carolina,2018,11,198956 ,4
North Carolina,2018,12,198547 ,4
North Carolina,2019,1,196883 ,4
North Carolina,2019,2,194086 ,3.9
North Carolina,2019,3,191389 ,3.9
North Carolina,2019,4,189807 ,3.8
North Carolina,2019,5,189960 ,3.8
North Carolina,2019,6,191766 ,3.8
North Carolina,2019,7,194332 ,3.9
North Carolina,2019,8,196188 ,3.9
North Carolina,2019,9,195647 ,3.9
North Carolina,2019,10,193498 ,3.9
North Carolina,2019,11,191173 ,3.8
North Carolina,2019,12,189881 ,3.8
North Carolina,2020,1,189699 ,3.8
North Carolina,2020,2,190670 ,3.8
North Carolina,2020,3,190147 ,4
North Carolina,2020,4,656620 ,14.2
North Carolina,2020,5,551646 ,11.6
North Carolina,2020,6,462339 ,9.7
North Carolina,2020,7,414872 ,8.6
North Carolina,2020,8,350388 ,7.3
North Carolina,2020,9,322814 ,6.7
North Carolina,2020,10,291150 ,6
North Carolina,2020,11,280554 ,5.8
North Carolina,2020,12,282126 ,5.8
North Carolina,2021,1,273696 ,5.6
North Carolina,2021,2,268130 ,5.5
North Carolina,2021,3,262451 ,5.4
North Carolina,2021,4,255922 ,5.2
North Carolina,2021,5,249456 ,5.1
North Carolina,2021,6,248433 ,5
North Carolina,2021,7,243659 ,4.9
North Carolina,2021,8,239591 ,4.8
North Carolina,2021,9,230810 ,4.6
North Carolina,2021,10,221475 ,4.4
North Carolina,2021,11,209516 ,4.1
North Carolina,2021,12,196435 ,3.9
North Carolina,2022,1,186724 ,3.6
North Carolina,2022,2,177206 ,3.4
North Carolina,2022,3,172204 ,3.3
North Carolina,2022,4,172336 ,3.3
North Carolina,2022,5,177491 ,3.4
North Carolina,2022,6,185300 ,3.6
North Carolina,2022,7,193542 ,3.7
North Carolina,2022,8,200354 ,3.9
North Carolina,2022,9,202722 ,3.9
North Carolina,2022,10,202523 ,3.9
North Carolina,2022,11,199856 ,3.9
North Carolina,2022,12,198043 ,3.8
North Carolina,2023,1,193793 ,3.8
North Carolina,2023,2,188101 ,3.6
North Carolina,2023,3,183074 ,3.5
North Carolina,2023,4,178830 ,3.4
North Carolina,2023,5,175738 ,3.4
North Carolina,2023,6,172604 ,3.3
North Carolina,2023,7,171393 ,3.3
North Carolina,2023,8,173531 ,3.3
North Carolina,2023,9,176650 ,3.4
North Dakota,2014,1,10937 ,2.7
North Dakota,2014,2,10767 ,2.7
North Dakota,2014,3,10626 ,2.6
North Dakota,2014,4,10542 ,2.6
North Dakota,2014,5,10527 ,2.6
North Dakota,2014,6,10589 ,2.6
North Dakota,2014,7,10700 ,2.6
North Dakota,2014,8,10818 ,2.6
North Dakota,2014,9,10895 ,2.6
North Dakota,2014,10,10891 ,2.6
North Dakota,2014,11,10821 ,2.6
North Dakota,2014,12,10767 ,2.6
North Dakota,2015,1,10796 ,2.6
North Dakota,2015,2,10937 ,2.6
North Dakota,2015,3,11159 ,2.7
North Dakota,2015,4,11397 ,2.8
North Dakota,2015,5,11576 ,2.8
North Dakota,2015,6,11654 ,2.8
North Dakota,2015,7,11637 ,2.8
North Dakota,2015,8,11584 ,2.8
North Dakota,2015,9,11557 ,2.8
North Dakota,2015,10,11640 ,2.8
North Dakota,2015,11,11891 ,2.9
North Dakota,2015,12,12261 ,3
North Dakota,2016,1,12667 ,3.1
North Dakota,2016,2,13033 ,3.2
North Dakota,2016,3,13283 ,3.2
North Dakota,2016,4,13380 ,3.2
North Dakota,2016,5,13318 ,3.2
North Dakota,2016,6,13125 ,3.2
North Dakota,2016,7,12863 ,3.1
North Dakota,2016,8,12612 ,3.1
North Dakota,2016,9,12436 ,3
North Dakota,2016,10,12319 ,3
North Dakota,2016,11,12198 ,3
North Dakota,2016,12,12037 ,2.9
North Dakota,2017,1,11903 ,2.9
North Dakota,2017,2,11615 ,2.8
North Dakota,2017,3,11245 ,2.7
North Dakota,2017,4,10868 ,2.6
North Dakota,2017,5,10555 ,2.5
North Dakota,2017,6,10364 ,2.5
North Dakota,2017,7,10325 ,2.5
North Dakota,2017,8,10391 ,2.5
North Dakota,2017,9,10510 ,2.5
North Dakota,2017,10,10638 ,2.6
North Dakota,2017,11,10775 ,2.6
North Dakota,2017,12,10875 ,2.6
North Dakota,2018,1,10891 ,2.6
North Dakota,2018,2,10797 ,2.6
North Dakota,2018,3,10572 ,2.6
North Dakota,2018,4,10237 ,2.5
North Dakota,2018,5,9884 ,2.4
North Dakota,2018,6,9585 ,2.3
North Dakota,2018,7,9362 ,2.3
North Dakota,2018,8,9263 ,2.3
North Dakota,2018,9,9301 ,2.3
North Dakota,2018,10,9426 ,2.3
North Dakota,2018,11,9583 ,2.3
North Dakota,2018,12,9714 ,2.4
North Dakota,2019,1,9772 ,2.4
North Dakota,2019,2,9702 ,2.3
North Dakota,2019,3,9508 ,2.3
North Dakota,2019,4,9229 ,2.2
North Dakota,2019,5,8936 ,2.2
North Dakota,2019,6,8723 ,2.1
North Dakota,2019,7,8644 ,2.1
North Dakota,2019,8,8674 ,2.1
North Dakota,2019,9,8709 ,2.1
North Dakota,2019,10,8695 ,2.1
North Dakota,2019,11,8555 ,2.1
North Dakota,2019,12,8412 ,2
North Dakota,2020,1,8518 ,2.1
North Dakota,2020,2,9050 ,2.2
North Dakota,2020,3,10035 ,2.4
North Dakota,2020,4,35809 ,8.7
North Dakota,2020,5,29370 ,7.2
North Dakota,2020,6,25976 ,6.4
North Dakota,2020,7,24809 ,6.1
North Dakota,2020,8,22836 ,5.6
North Dakota,2020,9,21652 ,5.3
North Dakota,2020,10,19903 ,4.9
North Dakota,2020,11,18889 ,4.6
North Dakota,2020,12,18086 ,4.4
North Dakota,2021,1,16938 ,4.1
North Dakota,2021,2,15980 ,3.9
North Dakota,2021,3,15061 ,3.7
North Dakota,2021,4,14143 ,3.5
North Dakota,2021,5,13180 ,3.2
North Dakota,2021,6,12418 ,3
North Dakota,2021,7,11680 ,2.9
North Dakota,2021,8,11092 ,2.7
North Dakota,2021,9,10590 ,2.6
North Dakota,2021,10,10216 ,2.5
North Dakota,2021,11,9870 ,2.4
North Dakota,2021,12,9610 ,2.3
North Dakota,2022,1,9390 ,2.3
North Dakota,2022,2,9107 ,2.2
North Dakota,2022,3,8797 ,2.1
North Dakota,2022,4,8486 ,2
North Dakota,2022,5,8244 ,2
North Dakota,2022,6,8124 ,2
North Dakota,2022,7,8194 ,2
North Dakota,2022,8,8420 ,2
North Dakota,2022,9,8686 ,2.1
North Dakota,2022,10,8878 ,2.1
North Dakota,2022,11,8897 ,2.1
North Dakota,2022,12,8850 ,2.1
North Dakota,2023,1,8849 ,2.1
North Dakota,2023,2,8856 ,2.1
North Dakota,2023,3,8704 ,2.1
North Dakota,2023,4,8713 ,2.1
North Dakota,2023,5,8707 ,2.1
North Dakota,2023,6,8465 ,2
North Dakota,2023,7,8292 ,2
North Dakota,2023,8,7890 ,1.9
North Dakota,2023,9,7773 ,1.9
Ohio,2014,1,376585 ,6.6
Ohio,2014,2,362191 ,6.4
Ohio,2014,3,350832 ,6.2
Ohio,2014,4,343117 ,6
Ohio,2014,5,337582 ,5.9
Ohio,2014,6,332470 ,5.8
Ohio,2014,7,327120 ,5.7
Ohio,2014,8,321768 ,5.6
Ohio,2014,9,316199 ,5.5
Ohio,2014,10,310126 ,5.4
Ohio,2014,11,304078 ,5.3
Ohio,2014,12,299520 ,5.2
Ohio,2015,1,297012 ,5.2
Ohio,2015,2,295923 ,5.2
Ohio,2015,3,294404 ,5.2
Ohio,2015,4,291289 ,5.1
Ohio,2015,5,286399 ,5
Ohio,2015,6,280445 ,4.9
Ohio,2015,7,274913 ,4.8
Ohio,2015,8,271232 ,4.8
Ohio,2015,9,270094 ,4.7
Ohio,2015,10,271758 ,4.8
Ohio,2015,11,276016 ,4.8
Ohio,2015,12,281461 ,4.9
Ohio,2016,1,286014 ,5
Ohio,2016,2,288352 ,5
Ohio,2016,3,288144 ,5
Ohio,2016,4,286587 ,5
Ohio,2016,5,285330 ,5
Ohio,2016,6,285294 ,5
Ohio,2016,7,286502 ,5
Ohio,2016,8,289222 ,5
Ohio,2016,9,293907 ,5.1
Ohio,2016,10,299435 ,5.2
Ohio,2016,11,303395 ,5.3
Ohio,2016,12,304422 ,5.3
Ohio,2017,1,304591 ,5.3
Ohio,2017,2,301825 ,5.2
Ohio,2017,3,298578 ,5.1
Ohio,2017,4,295534 ,5.1
Ohio,2017,5,292878 ,5
Ohio,2017,6,291042 ,5
Ohio,2017,7,290033 ,5
Ohio,2017,8,288361 ,4.9
Ohio,2017,9,284653 ,4.9
Ohio,2017,10,278765 ,4.8
Ohio,2017,11,272540 ,4.7
Ohio,2017,12,267350 ,4.6
Ohio,2018,1,264864 ,4.6
Ohio,2018,2,264187 ,4.6
Ohio,2018,3,264629 ,4.6
Ohio,2018,4,264646 ,4.5
Ohio,2018,5,263618 ,4.5
Ohio,2018,6,261361 ,4.5
Ohio,2018,7,258822 ,4.4
Ohio,2018,8,257808 ,4.4
Ohio,2018,9,259031 ,4.4
Ohio,2018,10,261356 ,4.5
Ohio,2018,11,262736 ,4.5
Ohio,2018,12,261161 ,4.5
Ohio,2019,1,255637 ,4.4
Ohio,2019,2,246925 ,4.2
Ohio,2019,3,238274 ,4.1
Ohio,2019,4,232659 ,4
Ohio,2019,5,231544 ,3.9
Ohio,2019,6,234673 ,4
Ohio,2019,7,240463 ,4.1
Ohio,2019,8,246732 ,4.2
Ohio,2019,9,251252 ,4.3
Ohio,2019,10,254080 ,4.3
Ohio,2019,11,255539 ,4.3
Ohio,2019,12,257765 ,4.4
Ohio,2020,1,262715 ,4.4
Ohio,2020,2,269967 ,4.6
Ohio,2020,3,276767 ,4.7
Ohio,2020,4,910805 ,16.4
Ohio,2020,5,723540 ,12.7
Ohio,2020,6,626289 ,11
Ohio,2020,7,565447 ,9.9
Ohio,2020,8,482424 ,8.4
Ohio,2020,9,443034 ,7.7
Ohio,2020,10,397201 ,6.9
Ohio,2020,11,376142 ,6.5
Ohio,2020,12,363351 ,6.3
Ohio,2021,1,345594 ,6
Ohio,2021,2,336672 ,5.9
Ohio,2021,3,328280 ,5.7
Ohio,2021,4,320890 ,5.6
Ohio,2021,5,310282 ,5.4
Ohio,2021,6,302231 ,5.3
Ohio,2021,7,291447 ,5.1
Ohio,2021,8,280344 ,4.9
Ohio,2021,9,268229 ,4.7
Ohio,2021,10,257547 ,4.5
Ohio,2021,11,248218 ,4.3
Ohio,2021,12,241023 ,4.2
Ohio,2022,1,235853 ,4.1
Ohio,2022,2,230437 ,4
Ohio,2022,3,226044 ,3.9
Ohio,2022,4,223294 ,3.9
Ohio,2022,5,222664 ,3.9
Ohio,2022,6,224221 ,3.9
Ohio,2022,7,227831 ,4
Ohio,2022,8,232505 ,4.1
Ohio,2022,9,236035 ,4.1
Ohio,2022,10,237500 ,4.2
Ohio,2022,11,236783 ,4.1
Ohio,2022,12,235746 ,4.1
Ohio,2023,1,228884 ,4
Ohio,2023,2,223524 ,3.9
Ohio,2023,3,218347 ,3.8
Ohio,2023,4,211210 ,3.7
Ohio,2023,5,206640 ,3.6
Ohio,2023,6,200249 ,3.4
Ohio,2023,7,193792 ,3.3
Ohio,2023,8,195642 ,3.4
Ohio,2023,9,199255 ,3.4
Oklahoma,2014,1,87191 ,4.9
Oklahoma,2014,2,84954 ,4.7
Oklahoma,2014,3,82725 ,4.6
Oklahoma,2014,4,80756 ,4.5
Oklahoma,2014,5,78977 ,4.4
Oklahoma,2014,6,77425 ,4.3
Oklahoma,2014,7,76153 ,4.2
Oklahoma,2014,8,75164 ,4.2
Oklahoma,2014,9,74357 ,4.1
Oklahoma,2014,10,73489 ,4.1
Oklahoma,2014,11,72679 ,4
Oklahoma,2014,12,72473 ,4
Oklahoma,2015,1,73211 ,4
Oklahoma,2015,2,74855 ,4.1
Oklahoma,2015,3,76889 ,4.2
Oklahoma,2015,4,78688 ,4.3
Oklahoma,2015,5,79809 ,4.4
Oklahoma,2015,6,80136 ,4.4
Oklahoma,2015,7,79899 ,4.4
Oklahoma,2015,8,79439 ,4.3
Oklahoma,2015,9,79026 ,4.3
Oklahoma,2015,10,79065 ,4.3
Oklahoma,2015,11,79748 ,4.4
Oklahoma,2015,12,80799 ,4.4
Oklahoma,2016,1,81923 ,4.5
Oklahoma,2016,2,83026 ,4.5
Oklahoma,2016,3,84072 ,4.6
Oklahoma,2016,4,85165 ,4.7
Oklahoma,2016,5,86275 ,4.7
Oklahoma,2016,6,87094 ,4.8
Oklahoma,2016,7,87409 ,4.8
Oklahoma,2016,8,87204 ,4.8
Oklahoma,2016,9,86555 ,4.7
Oklahoma,2016,10,85394 ,4.7
Oklahoma,2016,11,83709 ,4.6
Oklahoma,2016,12,81734 ,4.5
Oklahoma,2017,1,79344 ,4.4
Oklahoma,2017,2,77403 ,4.3
Oklahoma,2017,3,75762 ,4.2
Oklahoma,2017,4,74560 ,4.1
Oklahoma,2017,5,73771 ,4
Oklahoma,2017,6,73333 ,4
Oklahoma,2017,7,73090 ,4
Oklahoma,2017,8,72795 ,4
Oklahoma,2017,9,72268 ,3.9
Oklahoma,2017,10,71409 ,3.9
Oklahoma,2017,11,70352 ,3.8
Oklahoma,2017,12,69104 ,3.8
Oklahoma,2018,1,68058 ,3.7
Oklahoma,2018,2,66498 ,3.6
Oklahoma,2018,3,64645 ,3.5
Oklahoma,2018,4,62459 ,3.4
Oklahoma,2018,5,60224 ,3.3
Oklahoma,2018,6,58251 ,3.2
Oklahoma,2018,7,56702 ,3.1
Oklahoma,2018,8,55905 ,3.1
Oklahoma,2018,9,56055 ,3.1
Oklahoma,2018,10,56976 ,3.1
Oklahoma,2018,11,58142 ,3.2
Oklahoma,2018,12,58982 ,3.2
Oklahoma,2019,1,59114 ,3.2
Oklahoma,2019,2,58438 ,3.2
Oklahoma,2019,3,57305 ,3.1
Oklahoma,2019,4,56168 ,3.1
Oklahoma,2019,5,55533 ,3
Oklahoma,2019,6,55778 ,3
Oklahoma,2019,7,56866 ,3.1
Oklahoma,2019,8,58202 ,3.2
Oklahoma,2019,9,58892 ,3.2
Oklahoma,2019,10,58860 ,3.2
Oklahoma,2019,11,58322 ,3.2
Oklahoma,2019,12,57768 ,3.1
Oklahoma,2020,1,57573 ,3.1
Oklahoma,2020,2,57986 ,3.2
Oklahoma,2020,3,58808 ,3.2
Oklahoma,2020,4,226105 ,12.5
Oklahoma,2020,5,178252 ,9.7
Oklahoma,2020,6,150707 ,8.2
Oklahoma,2020,7,136111 ,7.4
Oklahoma,2020,8,117361 ,6.4
Oklahoma,2020,9,110955 ,6
Oklahoma,2020,10,102787 ,5.5
Oklahoma,2020,11,99542 ,5.4
Oklahoma,2020,12,97144 ,5.2
Oklahoma,2021,1,93595 ,5
Oklahoma,2021,2,90952 ,4.9
Oklahoma,2021,3,88422 ,4.7
Oklahoma,2021,4,86016 ,4.6
Oklahoma,2021,5,83015 ,4.5
Oklahoma,2021,6,79829 ,4.3
Oklahoma,2021,7,74994 ,4
Oklahoma,2021,8,69565 ,3.7
Oklahoma,2021,9,63931 ,3.4
Oklahoma,2021,10,59407 ,3.2
Oklahoma,2021,11,56230 ,3
Oklahoma,2021,12,54424 ,2.9
Oklahoma,2022,1,53805 ,2.9
Oklahoma,2022,2,53425 ,2.8
Oklahoma,2022,3,53266 ,2.8
Oklahoma,2022,4,53555 ,2.8
Oklahoma,2022,5,54481 ,2.9
Oklahoma,2022,6,56060 ,3
Oklahoma,2022,7,57994 ,3.1
Oklahoma,2022,8,59742 ,3.2
Oklahoma,2022,9,60656 ,3.2
Oklahoma,2022,10,60681 ,3.2
Oklahoma,2022,11,60049 ,3.2
Oklahoma,2022,12,59659 ,3.2
Oklahoma,2023,1,58843 ,3.1
Oklahoma,2023,2,57608 ,3
Oklahoma,2023,3,56853 ,3
Oklahoma,2023,4,54463 ,2.9
Oklahoma,2023,5,53566 ,2.8
Oklahoma,2023,6,52084 ,2.7
Oklahoma,2023,7,52229 ,2.7
Oklahoma,2023,8,54368 ,2.8
Oklahoma,2023,9,58297 ,3
Oregon,2014,1,138389 ,7.2
Oregon,2014,2,137655 ,7.1
Oregon,2014,3,136345 ,7
Oregon,2014,4,134569 ,6.9
Oregon,2014,5,132401 ,6.8
Oregon,2014,6,130213 ,6.7
Oregon,2014,7,128439 ,6.6
Oregon,2014,8,127133 ,6.5
Oregon,2014,9,125795 ,6.4
Oregon,2014,10,123709 ,6.3
Oregon,2014,11,120705 ,6.2
Oregon,2014,12,117423 ,6
Oregon,2015,1,114635 ,5.8
Oregon,2015,2,112835 ,5.8
Oregon,2015,3,111796 ,5.7
Oregon,2015,4,111181 ,5.7
Oregon,2015,5,110581 ,5.6
Oregon,2015,6,109548 ,5.5
Oregon,2015,7,108094 ,5.5
Oregon,2015,8,106430 ,5.4
Oregon,2015,9,104674 ,5.3
Oregon,2015,10,103061 ,5.2
Oregon,2015,11,101815 ,5.1
Oregon,2015,12,100757 ,5
Oregon,2016,1,99877 ,4.9
Oregon,2016,2,99443 ,4.9
Oregon,2016,3,99479 ,4.9
Oregon,2016,4,99853 ,4.9
Oregon,2016,5,100289 ,4.9
Oregon,2016,6,100384 ,4.9
Oregon,2016,7,99615 ,4.9
Oregon,2016,8,97994 ,4.8
Oregon,2016,9,95823 ,4.7
Oregon,2016,10,93180 ,4.5
Oregon,2016,11,90251 ,4.4
