State and area,Year,Month,Total,Rate
Missouri,2022,2,82288 ,2.7
Missouri,2022,3,75140 ,2.5
Missouri,2022,4,69070 ,2.3
Missouri,2022,5,65447 ,2.1
Missouri,2022,6,65182 ,2.1
Missouri,2022,7,68536 ,2.2
Missouri,2022,8,74130 ,2.4
Missouri,2022,9,79687 ,2.6
Missouri,2022,10,83150 ,2.7
Missouri,2022,11,83003 ,2.7
Missouri,2022,12,81965 ,2.7
Missouri,2023,1,81882 ,2.7
Missouri,2023,2,79689 ,2.6
Missouri,2023,3,77410 ,2.5
Missouri,2023,4,77926 ,2.5
Missouri,2023,5,78899 ,2.5
Missouri,2023,6,81542 ,2.6
Missouri,2023,7,84181 ,2.7
Missouri,2023,8,87977 ,2.8
Missouri,2023,9,91671 ,2.9
Montana,2014,1,25438 ,5
Montana,2014,2,24984 ,4.9
Montana,2014,3,24573 ,4.8
Montana,2014,4,24265 ,4.7
Montana,2014,5,24022 ,4.7
Montana,2014,6,23835 ,4.7
Montana,2014,7,23697 ,4.6
Montana,2014,8,23587 ,4.6
Montana,2014,9,23483 ,4.6
Montana,2014,10,23286 ,4.5
Montana,2014,11,22965 ,4.5
Montana,2014,12,22610 ,4.4
Montana,2015,1,22298 ,4.3
Montana,2015,2,22100 ,4.3
Montana,2015,3,22004 ,4.3
Montana,2015,4,21977 ,4.2
Montana,2015,5,21994 ,4.3
Montana,2015,6,22018 ,4.3
Montana,2015,7,22039 ,4.3
Montana,2015,8,22091 ,4.3
Montana,2015,9,22151 ,4.3
Montana,2015,10,22241 ,4.3
Montana,2015,11,22393 ,4.3
Montana,2015,12,22558 ,4.3
Montana,2016,1,22693 ,4.4
Montana,2016,2,22785 ,4.4
Montana,2016,3,22812 ,4.4
Montana,2016,4,22781 ,4.4
Montana,2016,5,22731 ,4.4
Montana,2016,6,22636 ,4.3
Montana,2016,7,22494 ,4.3
Montana,2016,8,22357 ,4.3
Montana,2016,9,22279 ,4.3
Montana,2016,10,22234 ,4.3
Montana,2016,11,22162 ,4.2
Montana,2016,12,22051 ,4.2
Montana,2017,1,21866 ,4.2
Montana,2017,2,21691 ,4.1
Montana,2017,3,21564 ,4.1
Montana,2017,4,21515 ,4.1
Montana,2017,5,21521 ,4.1
Montana,2017,6,21595 ,4.1
Montana,2017,7,21724 ,4.1
Montana,2017,8,21789 ,4.1
Montana,2017,9,21763 ,4.1
Montana,2017,10,21636 ,4.1
Montana,2017,11,21424 ,4
Montana,2017,12,21114 ,4
Montana,2018,1,21004 ,4
Montana,2018,2,20676 ,3.9
Montana,2018,3,20372 ,3.8
Montana,2018,4,20107 ,3.8
Montana,2018,5,19907 ,3.7
Montana,2018,6,19763 ,3.7
Montana,2018,7,19639 ,3.7
Montana,2018,8,19591 ,3.7
Montana,2018,9,19612 ,3.7
Montana,2018,10,19648 ,3.7
Montana,2018,11,19663 ,3.7
Montana,2018,12,19621 ,3.6
Montana,2019,1,19501 ,3.6
Montana,2019,2,19273 ,3.6
Montana,2019,3,19006 ,3.5
Montana,2019,4,18776 ,3.5
Montana,2019,5,18651 ,3.4
Montana,2019,6,18677 ,3.4
Montana,2019,7,18834 ,3.5
Montana,2019,8,19031 ,3.5
Montana,2019,9,19129 ,3.5
Montana,2019,10,19209 ,3.5
Montana,2019,11,19319 ,3.5
Montana,2019,12,19432 ,3.5
Montana,2020,1,19447 ,3.5
Montana,2020,2,19296 ,3.5
Montana,2020,3,18903 ,3.5
Montana,2020,4,64365 ,11.9
Montana,2020,5,50075 ,9.2
Montana,2020,6,41446 ,7.6
Montana,2020,7,36612 ,6.7
Montana,2020,8,30802 ,5.7
Montana,2020,9,28475 ,5.2
Montana,2020,10,25416 ,4.7
Montana,2020,11,23799 ,4.4
Montana,2020,12,22818 ,4.2
Montana,2021,1,21588 ,4
Montana,2021,2,20969 ,3.8
Montana,2021,3,20421 ,3.7
Montana,2021,4,20131 ,3.7
Montana,2021,5,19676 ,3.6
Montana,2021,6,19400 ,3.5
Montana,2021,7,18875 ,3.4
Montana,2021,8,18207 ,3.3
Montana,2021,9,17362 ,3.1
Montana,2021,10,16516 ,3
Montana,2021,11,15668 ,2.8
Montana,2021,12,14951 ,2.7
Montana,2022,1,14523 ,2.6
Montana,2022,2,14326 ,2.5
Montana,2022,3,14384 ,2.5
Montana,2022,4,14646 ,2.6
Montana,2022,5,15017 ,2.6
Montana,2022,6,15358 ,2.7
Montana,2022,7,15552 ,2.7
Montana,2022,8,15549 ,2.7
Montana,2022,9,15378 ,2.7
Montana,2022,10,15191 ,2.7
Montana,2022,11,15096 ,2.7
Montana,2022,12,15073 ,2.6
Montana,2023,1,14395 ,2.5
Montana,2023,2,13775 ,2.4
Montana,2023,3,13240 ,2.3
Montana,2023,4,13035 ,2.3
Montana,2023,5,13441 ,2.3
Montana,2023,6,13799 ,2.4
Montana,2023,7,14197 ,2.5
Montana,2023,8,14691 ,2.5
Montana,2023,9,15419 ,2.7
Nebraska,2014,1,35336 ,3.5
Nebraska,2014,2,35108 ,3.5
Nebraska,2014,3,34776 ,3.4
Nebraska,2014,4,34381 ,3.4
Nebraska,2014,5,33892 ,3.3
Nebraska,2014,6,33319 ,3.3
Nebraska,2014,7,32744 ,3.2
Nebraska,2014,8,32251 ,3.2
Nebraska,2014,9,31790 ,3.1
Nebraska,2014,10,31183 ,3.1
Nebraska,2014,11,30456 ,3
Nebraska,2014,12,29902 ,3
Nebraska,2015,1,29652 ,2.9
Nebraska,2015,2,29699 ,2.9
Nebraska,2015,3,29922 ,3
Nebraska,2015,4,30204 ,3
Nebraska,2015,5,30449 ,3
Nebraska,2015,6,30626 ,3
Nebraska,2015,7,30704 ,3
Nebraska,2015,8,30690 ,3
Nebraska,2015,9,30621 ,3
Nebraska,2015,10,30545 ,3
Nebraska,2015,11,30516 ,3
Nebraska,2015,12,30479 ,3
Nebraska,2016,1,30436 ,3
Nebraska,2016,2,30442 ,3
Nebraska,2016,3,30490 ,3
Nebraska,2016,4,30602 ,3
Nebraska,2016,5,30824 ,3
Nebraska,2016,6,31113 ,3.1
Nebraska,2016,7,31384 ,3.1
Nebraska,2016,8,31619 ,3.1
Nebraska,2016,9,31863 ,3.1
Nebraska,2016,10,31992 ,3.2
Nebraska,2016,11,31848 ,3.1
Nebraska,2016,12,31479 ,3.1
Nebraska,2017,1,31380 ,3.1
Nebraska,2017,2,30725 ,3
Nebraska,2017,3,30186 ,3
Nebraska,2017,4,29905 ,2.9
Nebraska,2017,5,29846 ,2.9
Nebraska,2017,6,29951 ,2.9
Nebraska,2017,7,30229 ,2.9
Nebraska,2017,8,30515 ,3
Nebraska,2017,9,30675 ,3
Nebraska,2017,10,30713 ,3
Nebraska,2017,11,30669 ,3
Nebraska,2017,12,30460 ,3
Nebraska,2018,1,30091 ,2.9
Nebraska,2018,2,29897 ,2.9
Nebraska,2018,3,29701 ,2.9
Nebraska,2018,4,29501 ,2.9
Nebraska,2018,5,29445 ,2.8
Nebraska,2018,6,29575 ,2.9
Nebraska,2018,7,29777 ,2.9
Nebraska,2018,8,30122 ,2.9
Nebraska,2018,9,30637 ,2.9
Nebraska,2018,10,31216 ,3
Nebraska,2018,11,31737 ,3
Nebraska,2018,12,32093 ,3.1
Nebraska,2019,1,32268 ,3.1
Nebraska,2019,2,32250 ,3.1
Nebraska,2019,3,32182 ,3.1
Nebraska,2019,4,32138 ,3.1
Nebraska,2019,5,32194 ,3.1
Nebraska,2019,6,32498 ,3.1
Nebraska,2019,7,33063 ,3.1
Nebraska,2019,8,33642 ,3.2
Nebraska,2019,9,33864 ,3.2
Nebraska,2019,10,33710 ,3.2
Nebraska,2019,11,33279 ,3.1
Nebraska,2019,12,32746 ,3.1
Nebraska,2020,1,32238 ,3.1
Nebraska,2020,2,31788 ,3
Nebraska,2020,3,46313 ,4.4
Nebraska,2020,4,84787 ,8.1
Nebraska,2020,5,66136 ,6.3
Nebraska,2020,6,54261 ,5.2
Nebraska,2020,7,47990 ,4.6
Nebraska,2020,8,41180 ,3.9
Nebraska,2020,9,37668 ,3.6
Nebraska,2020,10,34162 ,3.3
Nebraska,2020,11,32939 ,3.1
Nebraska,2020,12,32514 ,3.1
Nebraska,2021,1,31510 ,3
Nebraska,2021,2,30933 ,3
Nebraska,2021,3,30441 ,2.9
Nebraska,2021,4,29890 ,2.9
Nebraska,2021,5,29131 ,2.8
Nebraska,2021,6,28796 ,2.7
Nebraska,2021,7,28370 ,2.7
Nebraska,2021,8,27905 ,2.7
Nebraska,2021,9,27103 ,2.6
Nebraska,2021,10,26059 ,2.5
Nebraska,2021,11,24669 ,2.3
Nebraska,2021,12,23258 ,2.2
Nebraska,2022,1,22042 ,2.1
Nebraska,2022,2,21163 ,2
Nebraska,2022,3,20918 ,2
Nebraska,2022,4,21343 ,2
Nebraska,2022,5,22384 ,2.1
Nebraska,2022,6,23829 ,2.2
Nebraska,2022,7,25514 ,2.4
Nebraska,2022,8,27038 ,2.6
Nebraska,2022,9,28070 ,2.6
Nebraska,2022,10,28579 ,2.7
Nebraska,2022,11,28410 ,2.7
Nebraska,2022,12,28181 ,2.7
Nebraska,2023,1,26541 ,2.5
Nebraska,2023,2,24704 ,2.3
Nebraska,2023,3,22562 ,2.1
Nebraska,2023,4,21167 ,2
Nebraska,2023,5,20572 ,1.9
Nebraska,2023,6,20470 ,1.9
Nebraska,2023,7,20788 ,2
Nebraska,2023,8,21145 ,2
Nebraska,2023,9,21954 ,2.1
Nevada,2014,1,122850 ,8.9
Nevada,2014,2,120715 ,8.8
Nevada,2014,3,118671 ,8.6
Nevada,2014,4,116771 ,8.5
Nevada,2014,5,114844 ,8.3
Nevada,2014,6,112919 ,8.2
Nevada,2014,7,111156 ,8.1
Nevada,2014,8,109655 ,7.9
Nevada,2014,9,108383 ,7.8
Nevada,2014,10,106949 ,7.7
Nevada,2014,11,105308 ,7.6
Nevada,2014,12,103823 ,7.5
Nevada,2015,1,102511 ,7.4
Nevada,2015,2,101358 ,7.3
Nevada,2015,3,100156 ,7.2
Nevada,2015,4,98848 ,7.1
Nevada,2015,5,97460 ,7
Nevada,2015,6,96017 ,6.9
Nevada,2015,7,94641 ,6.8
Nevada,2015,8,93414 ,6.7
Nevada,2015,9,92206 ,6.6
Nevada,2015,10,91042 ,6.5
Nevada,2015,11,89998 ,6.4
Nevada,2015,12,88896 ,6.3
Nevada,2016,1,87731 ,6.2
Nevada,2016,2,86554 ,6.2
Nevada,2016,3,85320 ,6.1
Nevada,2016,4,84093 ,6
Nevada,2016,5,83011 ,5.9
Nevada,2016,6,82086 ,5.8
Nevada,2016,7,81209 ,5.7
Nevada,2016,8,80379 ,5.7
Nevada,2016,9,79701 ,5.6
Nevada,2016,10,79020 ,5.6
Nevada,2016,11,78141 ,5.5
Nevada,2016,12,77107 ,5.4
Nevada,2017,1,76731 ,5.4
Nevada,2017,2,76126 ,5.3
Nevada,2017,3,75143 ,5.2
Nevada,2017,4,73821 ,5.1
Nevada,2017,5,72244 ,5
Nevada,2017,6,70744 ,4.9
Nevada,2017,7,69725 ,4.8
Nevada,2017,8,69308 ,4.8
Nevada,2017,9,69423 ,4.8
Nevada,2017,10,69950 ,4.8
Nevada,2017,11,70779 ,4.8
Nevada,2017,12,71566 ,4.9
Nevada,2018,1,69303 ,4.7
Nevada,2018,2,68439 ,4.6
Nevada,2018,3,67379 ,4.6
Nevada,2018,4,66169 ,4.5
Nevada,2018,5,64995 ,4.4
Nevada,2018,6,64022 ,4.3
Nevada,2018,7,63367 ,4.2
Nevada,2018,8,63251 ,4.2
Nevada,2018,9,63696 ,4.2
Nevada,2018,10,64455 ,4.3
Nevada,2018,11,65188 ,4.3
Nevada,2018,12,65616 ,4.3
Nevada,2019,1,65588 ,4.3
Nevada,2019,2,65026 ,4.3
Nevada,2019,3,64137 ,4.2
Nevada,2019,4,63132 ,4.1
Nevada,2019,5,62314 ,4
Nevada,2019,6,61922 ,4
Nevada,2019,7,62046 ,4
Nevada,2019,8,62539 ,4
Nevada,2019,9,63019 ,4
Nevada,2019,10,63645 ,4.1
Nevada,2019,11,64418 ,4.1
Nevada,2019,12,65356 ,4.2
Nevada,2020,1,66615 ,4.2
Nevada,2020,2,68517 ,4.4
Nevada,2020,3,111658 ,7.2
Nevada,2020,4,450178 ,30.6
Nevada,2020,5,342936 ,24.7
Nevada,2020,6,282127 ,18.8
Nevada,2020,7,250870 ,16.6
Nevada,2020,8,209136 ,13.9
Nevada,2020,9,192873 ,12.8
Nevada,2020,10,168561 ,11.2
Nevada,2020,11,155243 ,10.3
Nevada,2020,12,146606 ,9.7
Nevada,2021,1,135287 ,9
Nevada,2021,2,128107 ,8.5
Nevada,2021,3,120882 ,8
Nevada,2021,4,115551 ,7.7
Nevada,2021,5,109155 ,7.3
Nevada,2021,6,104756 ,7
Nevada,2021,7,99494 ,6.6
Nevada,2021,8,94570 ,6.3
Nevada,2021,9,89648 ,6
Nevada,2021,10,86217 ,5.8
Nevada,2021,11,83549 ,5.6
Nevada,2021,12,81754 ,5.5
Nevada,2022,1,81187 ,5.4
Nevada,2022,2,80832 ,5.3
Nevada,2022,3,80660 ,5.3
Nevada,2022,4,80682 ,5.2
Nevada,2022,5,80940 ,5.2
Nevada,2022,6,81611 ,5.2
Nevada,2022,7,82887 ,5.3
Nevada,2022,8,84545 ,5.4
Nevada,2022,9,85960 ,5.5
Nevada,2022,10,86926 ,5.5
Nevada,2022,11,86862 ,5.5
Nevada,2022,12,86543 ,5.5
Nevada,2023,1,86549 ,5.5
Nevada,2023,2,87111 ,5.5
Nevada,2023,3,86653 ,5.5
Nevada,2023,4,85725 ,5.4
Nevada,2023,5,85141 ,5.4
Nevada,2023,6,84702 ,5.4
Nevada,2023,7,84713 ,5.3
Nevada,2023,8,85620 ,5.4
Nevada,2023,9,86620 ,5.4
New Hampshire,2014,1,35368 ,4.8
New Hampshire,2014,2,34571 ,4.7
New Hampshire,2014,3,33887 ,4.6
New Hampshire,2014,4,33347 ,4.5
New Hampshire,2014,5,32824 ,4.4
New Hampshire,2014,6,32250 ,4.3
New Hampshire,2014,7,31656 ,4.3
New Hampshire,2014,8,31118 ,4.2
New Hampshire,2014,9,30672 ,4.1
New Hampshire,2014,10,30231 ,4.1
New Hampshire,2014,11,29739 ,4
New Hampshire,2014,12,29249 ,3.9
New Hampshire,2015,1,28793 ,3.8
New Hampshire,2015,2,28374 ,3.8
New Hampshire,2015,3,27883 ,3.7
New Hampshire,2015,4,27232 ,3.6
New Hampshire,2015,5,26464 ,3.5
New Hampshire,2015,6,25667 ,3.4
New Hampshire,2015,7,24928 ,3.3
New Hampshire,2015,8,24278 ,3.3
New Hampshire,2015,9,23670 ,3.2
New Hampshire,2015,10,23098 ,3.1
New Hampshire,2015,11,22594 ,3
New Hampshire,2015,12,22135 ,3
New Hampshire,2016,1,21730 ,2.9
New Hampshire,2016,2,21447 ,2.9
New Hampshire,2016,3,21338 ,2.8
New Hampshire,2016,4,21421 ,2.8
New Hampshire,2016,5,21594 ,2.9
New Hampshire,2016,6,21701 ,2.9
New Hampshire,2016,7,21678 ,2.9
New Hampshire,2016,8,21582 ,2.9
New Hampshire,2016,9,21546 ,2.9
New Hampshire,2016,10,21604 ,2.9
New Hampshire,2016,11,21698 ,2.9
New Hampshire,2016,12,21790 ,2.9
New Hampshire,2017,1,21824 ,2.9
New Hampshire,2017,2,21693 ,2.9
New Hampshire,2017,3,21425 ,2.8
New Hampshire,2017,4,21121 ,2.8
New Hampshire,2017,5,20902 ,2.8
New Hampshire,2017,6,20861 ,2.7
New Hampshire,2017,7,20983 ,2.8
New Hampshire,2017,8,21165 ,2.8
New Hampshire,2017,9,21310 ,2.8
New Hampshire,2017,10,21338 ,2.8
New Hampshire,2017,11,21272 ,2.8
New Hampshire,2017,12,21106 ,2.8
New Hampshire,2018,1,20927 ,2.7
New Hampshire,2018,2,20820 ,2.7
New Hampshire,2018,3,20772 ,2.7
New Hampshire,2018,4,20698 ,2.7
New Hampshire,2018,5,20533 ,2.7
New Hampshire,2018,6,20273 ,2.6
New Hampshire,2018,7,19959 ,2.6
New Hampshire,2018,8,19705 ,2.6
New Hampshire,2018,9,19596 ,2.5
New Hampshire,2018,10,19641 ,2.5
New Hampshire,2018,11,19777 ,2.6
New Hampshire,2018,12,19919 ,2.6
New Hampshire,2019,1,19997 ,2.6
New Hampshire,2019,2,19932 ,2.6
New Hampshire,2019,3,19773 ,2.5
New Hampshire,2019,4,19615 ,2.5
New Hampshire,2019,5,19571 ,2.5
New Hampshire,2019,6,19690 ,2.5
New Hampshire,2019,7,19939 ,2.6
New Hampshire,2019,8,20213 ,2.6
New Hampshire,2019,9,20335 ,2.6
New Hampshire,2019,10,20362 ,2.6
New Hampshire,2019,11,20333 ,2.6
New Hampshire,2019,12,20290 ,2.6
New Hampshire,2020,1,20237 ,2.6
New Hampshire,2020,2,20158 ,2.6
New Hampshire,2020,3,19963 ,2.6
New Hampshire,2020,4,119817 ,16
New Hampshire,2020,5,89298 ,11.7
New Hampshire,2020,6,72634 ,9.6
New Hampshire,2020,7,62749 ,8.2
New Hampshire,2020,8,50602 ,6.7
New Hampshire,2020,9,46006 ,6
New Hampshire,2020,10,39614 ,5.2
New Hampshire,2020,11,36578 ,4.8
New Hampshire,2020,12,34601 ,4.6
New Hampshire,2021,1,32115 ,4.2
New Hampshire,2021,2,30735 ,4.1
New Hampshire,2021,3,29583 ,3.9
New Hampshire,2021,4,28791 ,3.8
New Hampshire,2021,5,27550 ,3.6
New Hampshire,2021,6,26798 ,3.5
New Hampshire,2021,7,25541 ,3.4
New Hampshire,2021,8,24305 ,3.2
New Hampshire,2021,9,22940 ,3
New Hampshire,2021,10,21559 ,2.9
New Hampshire,2021,11,20061 ,2.7
New Hampshire,2021,12,18662 ,2.5
New Hampshire,2022,1,17571 ,2.3
New Hampshire,2022,2,16699 ,2.2
New Hampshire,2022,3,16270 ,2.1
New Hampshire,2022,4,16406 ,2.1
New Hampshire,2022,5,17063 ,2.2
New Hampshire,2022,6,18153 ,2.4
New Hampshire,2022,7,19530 ,2.5
New Hampshire,2022,8,20856 ,2.7
New Hampshire,2022,9,21816 ,2.8
New Hampshire,2022,10,22351 ,2.9
New Hampshire,2022,11,22244 ,2.9
New Hampshire,2022,12,22036 ,2.9
New Hampshire,2023,1,21850 ,2.8
New Hampshire,2023,2,20623 ,2.7
New Hampshire,2023,3,18784 ,2.4
New Hampshire,2023,4,16277 ,2.1
New Hampshire,2023,5,14585 ,1.9
New Hampshire,2023,6,13456 ,1.8
New Hampshire,2023,7,13091 ,1.7
New Hampshire,2023,8,13782 ,1.8
New Hampshire,2023,9,15133 ,2
New Jersey,2014,1,325675 ,7.3
New Jersey,2014,2,318097 ,7.1
New Jersey,2014,3,311529 ,7
New Jersey,2014,4,306360 ,6.8
New Jersey,2014,5,302227 ,6.7
New Jersey,2014,6,299204 ,6.7
New Jersey,2014,7,297479 ,6.6
New Jersey,2014,8,296855 ,6.6
New Jersey,2014,9,296506 ,6.6
New Jersey,2014,10,295080 ,6.5
New Jersey,2014,11,292136 ,6.5
New Jersey,2014,12,288611 ,6.4
New Jersey,2015,1,285181 ,6.3
New Jersey,2015,2,282185 ,6.3
New Jersey,2015,3,278874 ,6.2
New Jersey,2015,4,274433 ,6.1
New Jersey,2015,5,268559 ,6
New Jersey,2015,6,261391 ,5.8
New Jersey,2015,7,253617 ,5.6
New Jersey,2015,8,245952 ,5.5
New Jersey,2015,9,238552 ,5.3
New Jersey,2015,10,232164 ,5.2
New Jersey,2015,11,227784 ,5.1
New Jersey,2015,12,225428 ,5
New Jersey,2016,1,224505 ,5
New Jersey,2016,2,224486 ,5
New Jersey,2016,3,224747 ,5
New Jersey,2016,4,225085 ,5
New Jersey,2016,5,225382 ,5
New Jersey,2016,6,225119 ,5
New Jersey,2016,7,223997 ,5
New Jersey,2016,8,222416 ,5
New Jersey,2016,9,220947 ,4.9
New Jersey,2016,10,219027 ,4.9
New Jersey,2016,11,215805 ,4.8
New Jersey,2016,12,211593 ,4.7
New Jersey,2017,1,212799 ,4.6
New Jersey,2017,2,208791 ,4.5
New Jersey,2017,3,206119 ,4.5
New Jersey,2017,4,205203 ,4.4
New Jersey,2017,5,205759 ,4.5
New Jersey,2017,6,207577 ,4.5
New Jersey,2017,7,210044 ,4.5
New Jersey,2017,8,211915 ,4.6
New Jersey,2017,9,212542 ,4.6
New Jersey,2017,10,211749 ,4.6
New Jersey,2017,11,209821 ,4.6
New Jersey,2017,12,206474 ,4.5
New Jersey,2018,1,204144 ,4.4
New Jersey,2018,2,200077 ,4.4
New Jersey,2018,3,196498 ,4.3
New Jersey,2018,4,193266 ,4.2
New Jersey,2018,5,190222 ,4.1
New Jersey,2018,6,186676 ,4
New Jersey,2018,7,182367 ,4
New Jersey,2018,8,178110 ,3.9
New Jersey,2018,9,174608 ,3.8
New Jersey,2018,10,171865 ,3.7
New Jersey,2018,11,169439 ,3.7
New Jersey,2018,12,166843 ,3.6
New Jersey,2019,1,163373 ,3.5
New Jersey,2019,2,158353 ,3.4
New Jersey,2019,3,152833 ,3.3
New Jersey,2019,4,148342 ,3.2
New Jersey,2019,5,146524 ,3.1
New Jersey,2019,6,148429 ,3.2
New Jersey,2019,7,153893 ,3.3
New Jersey,2019,8,161325 ,3.4
New Jersey,2019,9,168263 ,3.6
New Jersey,2019,10,174475 ,3.7
New Jersey,2019,11,180141 ,3.8
New Jersey,2019,12,185135 ,3.9
New Jersey,2020,1,189319 ,4
New Jersey,2020,2,192367 ,4.1
New Jersey,2020,3,192654 ,4.1
New Jersey,2020,4,669370 ,14.9
New Jersey,2020,5,704427 ,15.3
New Jersey,2020,6,669339 ,14.4
New Jersey,2020,7,682649 ,14.4
New Jersey,2020,8,633503 ,13.3
New Jersey,2020,9,335768 ,7.4
New Jersey,2020,10,323976 ,7.1
New Jersey,2020,11,330496 ,7.2
New Jersey,2020,12,334119 ,7.2
New Jersey,2021,1,336180 ,7.2
New Jersey,2021,2,336537 ,7.2
New Jersey,2021,3,331582 ,7.1
New Jersey,2021,4,331742 ,7.1
New Jersey,2021,5,323020 ,6.9
New Jersey,2021,6,333239 ,7.1
New Jersey,2021,7,320445 ,6.8
New Jersey,2021,8,314606 ,6.7
New Jersey,2021,9,291027 ,6.2
New Jersey,2021,10,277226 ,6
New Jersey,2021,11,260335 ,5.6
New Jersey,2021,12,253375 ,5.4
New Jersey,2022,1,238339 ,5.1
New Jersey,2022,2,215722 ,4.6
New Jersey,2022,3,195037 ,4.1
New Jersey,2022,4,183031 ,3.9
New Jersey,2022,5,172240 ,3.6
New Jersey,2022,6,163218 ,3.4
New Jersey,2022,7,153278 ,3.2
New Jersey,2022,8,143025 ,3
New Jersey,2022,9,152559 ,3.2
New Jersey,2022,10,158661 ,3.3
New Jersey,2022,11,158669 ,3.3
New Jersey,2022,12,157204 ,3.3
New Jersey,2023,1,163664 ,3.4
New Jersey,2023,2,168835 ,3.5
New Jersey,2023,3,170714 ,3.5
New Jersey,2023,4,170555 ,3.5
New Jersey,2023,5,174715 ,3.6
New Jersey,2023,6,182499 ,3.7
New Jersey,2023,7,190008 ,3.9
New Jersey,2023,8,203340 ,4.2
New Jersey,2023,9,214336 ,4.4
New Mexico,2014,1,63210 ,6.8
New Mexico,2014,2,62718 ,6.7
New Mexico,2014,3,62313 ,6.7
New Mexico,2014,4,62088 ,6.7
New Mexico,2014,5,61905 ,6.7
New Mexico,2014,6,61704 ,6.6
New Mexico,2014,7,61447 ,6.6
New Mexico,2014,8,61105 ,6.6
New Mexico,2014,9,60722 ,6.5
New Mexico,2014,10,60315 ,6.4
New Mexico,2014,11,60013 ,6.4
New Mexico,2014,12,60098 ,6.4
New Mexico,2015,1,60651 ,6.5
New Mexico,2015,2,61565 ,6.6
New Mexico,2015,3,62501 ,6.7
New Mexico,2015,4,63121 ,6.7
New Mexico,2015,5,63246 ,6.7
New Mexico,2015,6,62917 ,6.7
New Mexico,2015,7,62370 ,6.6
New Mexico,2015,8,61871 ,6.6
New Mexico,2015,9,61443 ,6.6
New Mexico,2015,10,61147 ,6.5
New Mexico,2015,11,61079 ,6.5
New Mexico,2015,12,61147 ,6.5
New Mexico,2016,1,61260 ,6.5
New Mexico,2016,2,61466 ,6.5
New Mexico,2016,3,61847 ,6.6
New Mexico,2016,4,62504 ,6.6
New Mexico,2016,5,63415 ,6.7
New Mexico,2016,6,64366 ,6.8
New Mexico,2016,7,65107 ,6.9
New Mexico,2016,8,65547 ,6.9
New Mexico,2016,9,65746 ,6.9
New Mexico,2016,10,65678 ,6.9
New Mexico,2016,11,65297 ,6.9
New Mexico,2016,12,64669 ,6.8
New Mexico,2017,1,64019 ,6.7
New Mexico,2017,2,63095 ,6.6
New Mexico,2017,3,61968 ,6.5
New Mexico,2017,4,60695 ,6.4
New Mexico,2017,5,59305 ,6.2
New Mexico,2017,6,57892 ,6.1
New Mexico,2017,7,56603 ,6
New Mexico,2017,8,55447 ,5.8
New Mexico,2017,9,54385 ,5.7
New Mexico,2017,10,53311 ,5.6
New Mexico,2017,11,52182 ,5.5
New Mexico,2017,12,50926 ,5.4
New Mexico,2018,1,49052 ,5.2
New Mexico,2018,2,47676 ,5.1
New Mexico,2018,3,46422 ,4.9
New Mexico,2018,4,45388 ,4.8
New Mexico,2018,5,44714 ,4.7
New Mexico,2018,6,44465 ,4.7
New Mexico,2018,7,44652 ,4.7
New Mexico,2018,8,45336 ,4.8
New Mexico,2018,9,46441 ,4.9
New Mexico,2018,10,47623 ,5
New Mexico,2018,11,48531 ,5.1
New Mexico,2018,12,48988 ,5.2
New Mexico,2019,1,48943 ,5.1
New Mexico,2019,2,48484 ,5.1
New Mexico,2019,3,47927 ,5
New Mexico,2019,4,47405 ,5
New Mexico,2019,5,47029 ,4.9
New Mexico,2019,6,46850 ,4.9
New Mexico,2019,7,46825 ,4.9
New Mexico,2019,8,46817 ,4.9
New Mexico,2019,9,46676 ,4.9
New Mexico,2019,10,46764 ,4.9
New Mexico,2019,11,47306 ,4.9
New Mexico,2019,12,48254 ,5
New Mexico,2020,1,49405 ,5.1
New Mexico,2020,2,50531 ,5.3
New Mexico,2020,3,54764 ,5.8
New Mexico,2020,4,81531 ,9
New Mexico,2020,5,84579 ,9.3
New Mexico,2020,6,82430 ,9
New Mexico,2020,7,82935 ,9
New Mexico,2020,8,79661 ,8.6
New Mexico,2020,9,81059 ,8.7
New Mexico,2020,10,78619 ,8.4
New Mexico,2020,11,78373 ,8.4
New Mexico,2020,12,79158 ,8.5
New Mexico,2021,1,76937 ,8.2
New Mexico,2021,2,76295 ,8.1
New Mexico,2021,3,74444 ,7.9
New Mexico,2021,4,73721 ,7.8
New Mexico,2021,5,70487 ,7.5
New Mexico,2021,6,69993 ,7.4
New Mexico,2021,7,67260 ,7.1
New Mexico,2021,8,64720 ,6.8
New Mexico,2021,9,59691 ,6.3
New Mexico,2021,10,57601 ,6.1
New Mexico,2021,11,55464 ,5.9
New Mexico,2021,12,53660 ,5.6
New Mexico,2022,1,51586 ,5.4
New Mexico,2022,2,47711 ,5
New Mexico,2022,3,43793 ,4.6
New Mexico,2022,4,41148 ,4.3
New Mexico,2022,5,38901 ,4.1
New Mexico,2022,6,36563 ,3.9
New Mexico,2022,7,34160 ,3.6
New Mexico,2022,8,31691 ,3.4
New Mexico,2022,9,32721 ,3.5
New Mexico,2022,10,33207 ,3.5
New Mexico,2022,11,33022 ,3.5
New Mexico,2022,12,32785 ,3.5
New Mexico,2023,1,33473 ,3.5
New Mexico,2023,2,34444 ,3.6
New Mexico,2023,3,33800 ,3.5
New Mexico,2023,4,33534 ,3.5
New Mexico,2023,5,33588 ,3.5
New Mexico,2023,6,33846 ,3.5
New Mexico,2023,7,34757 ,3.6
